	odds_ratio	log2_OR	mean_ratio	ttest	ranksums
GO1	1.9084863202731503	0.93242884558159922	0.62215455296503286	0.029405996488874972	0.03300625766123251
GO2	0.33016032564975234	-1.5987613284437974	2.7601433194248939	0.16453210823691322	0.08808151166219029
GO3	0.74971180742912169	-0.41559197113921775	1.3128167528131707	0.21827829692357759	0.20082512269514541
GO4	0.75743053132144189	-0.4008145187953846	1.2479047080065757	0.0015753353463032562	0.010515245935858907
GO5	1.4476643720079152	0.53372716529048025	0.74803150033384624	0.00012699501835211713	0.010515245935858907
GO6	0.93945878071693278	-0.090098230910814786	1.0579005252744609	0.78557215849765538	0.66981535759941657
GO7	0.53756974665927226	-0.8954761464521982	1.7864872655224622	0.18708949265175742	0.08808151166219029
